TIMECREATED;HISPOTYPE
2022-02-23 06:09:46.728;2
2022-02-23 06:09:46.790;27
2022-02-23 06:08:53.802;27
2022-02-23 06:25:02.241;27
2022-02-23 06:24:44.380;24
2022-02-23 06:26:48.749;2
2022-02-23 06:26:48.874;27
2022-02-23 06:25:02.147;2
2022-02-23 06:32:22.357;27
2022-02-23 06:33:06.502;2
2022-02-23 06:33:06.705;27
2022-02-23 06:33:29.363;2
2022-02-23 06:33:29.535;27
2022-02-23 06:34:00.740;2
2022-02-23 06:37:24.319;24
2022-02-23 06:37:38.071;2
2022-02-23 06:37:38.149;27
2022-02-23 06:37:59.432;2
2022-02-23 06:37:59.510;27
2022-02-23 06:38:19.308;2
2022-02-23 06:38:19.386;27
2022-02-23 06:12:15.569;27
2022-02-23 06:12:18.335;24
2022-02-23 06:12:36.618;2
2022-02-23 06:12:36.696;27
2022-02-23 06:12:38.665;24
2022-02-23 06:34:00.881;27
2022-02-23 06:11:24.612;27
2022-02-23 06:34:32.915;2
2022-02-23 06:34:33.087;27
2022-02-23 06:35:02.292;2
2022-02-23 06:35:02.433;27
2022-02-23 06:35:33.373;2
2022-02-23 06:12:48.619;2
2022-02-23 06:12:48.697;27
2022-02-23 06:13:10.230;2
2022-02-23 06:13:10.324;27
2022-02-23 06:13:14.496;24
2022-02-23 06:13:54.265;2
2022-02-23 06:13:54.343;27
2022-02-23 06:14:07.391;2
2022-02-23 06:32:22.248;2
2022-02-23 06:32:28.530;2
2022-02-23 06:32:28.655;27
2022-02-23 06:36:00.391;2
2022-02-23 06:36:00.453;27
2022-02-23 06:36:16.376;24
2022-02-23 06:38:53.717;35
2022-02-23 06:38:28.840;2
2022-02-23 06:38:28.918;27
2022-02-23 06:38:31.575;24
2022-02-23 06:38:53.436;2
2022-02-23 06:14:07.485;27
2022-02-23 06:14:26.705;2
2022-02-23 06:14:26.783;27
2022-02-23 06:14:35.456;2
2022-02-23 06:14:35.534;27
2022-02-23 06:14:42.050;2
2022-02-23 06:14:42.128;27
2022-02-23 06:14:54.535;2
2022-02-23 06:14:54.613;27
2022-02-23 06:15:16.631;2
2022-02-23 06:28:44.152;24
2022-02-23 06:29:12.451;2
2022-02-23 06:29:12.592;27
2022-02-23 06:29:15.420;24
2022-02-23 06:38:53.592;35
2022-02-23 06:38:53.686;35
2022-02-23 06:38:53.702;35
2022-02-23 06:38:53.702;35
2022-02-23 06:38:53.717;35
2022-02-23 06:09:59.213;2
2022-02-23 06:09:59.276;27
2022-02-23 06:10:08.839;27
2022-02-23 06:10:08.761;2
2022-02-23 06:15:16.771;27
2022-02-23 06:15:40.008;2
2022-02-23 06:15:40.086;27
2022-02-23 06:16:12.917;2
2022-02-23 06:16:13.026;27
2022-02-23 06:16:23.339;2
2022-02-23 06:16:23.417;27
2022-02-23 06:16:47.169;2
2022-02-23 06:16:47.248;27
2022-02-23 06:38:53.624;35
2022-02-23 06:38:53.624;35
2022-02-23 06:38:53.592;35
2022-02-23 06:38:53.624;35
2022-02-23 06:38:53.639;35
2022-02-23 06:38:53.655;35
2022-02-23 06:38:53.608;35
2022-02-23 06:38:53.655;35
2022-02-23 06:38:53.655;35
2022-02-23 06:38:53.608;35
2022-02-23 06:38:53.670;35
2022-02-23 06:22:16.149;27
2022-02-23 06:23:08.685;27
2022-02-23 06:22:33.682;2
2022-02-23 06:22:33.807;27
2022-02-23 06:23:30.655;2
2022-02-23 06:23:30.780;27
2022-02-23 06:23:08.560;2
2022-02-23 06:17:27.688;27
2022-02-23 06:17:50.268;2
2022-02-23 06:17:50.346;27
2022-02-23 06:18:09.895;2
2022-02-23 06:18:10.035;27
2022-02-23 06:18:30.725;2
2022-02-23 06:16:56.467;2
2022-02-23 06:16:56.545;27
2022-02-23 06:17:05.280;2
2022-02-23 06:17:05.358;27
2022-02-23 06:17:27.610;2
2022-02-23 06:35:33.545;27
2022-02-23 06:35:50.140;2
2022-02-23 06:35:50.265;27
2022-02-23 06:36:10.157;2
2022-02-23 06:36:10.220;27
2022-02-23 06:36:41.285;2
2022-02-23 06:36:41.347;27
2022-02-23 06:37:11.021;28
2022-02-23 06:37:21.460;2
2022-02-23 06:37:21.554;27
2022-02-23 06:24:00.673;2
2022-02-23 06:24:00.783;27
2022-02-23 06:24:16.034;2
2022-02-23 06:24:16.128;27
2022-02-23 06:24:35.754;2
2022-02-23 06:24:35.879;27
2022-02-23 05:58:26.938;43
2022-02-23 05:58:27.032;43
2022-02-23 05:59:05.957;43
2022-02-23 06:02:35.490;2
2022-02-23 06:02:35.583;27
2022-02-23 06:03:41.120;2
2022-02-23 06:03:41.214;35
2022-02-23 06:03:41.214;34
2022-02-23 06:03:41.229;27
2022-02-23 06:03:47.667;43
2022-02-23 06:24:52.037;2
2022-02-23 06:24:52.131;27
2022-02-23 06:25:05.632;2
2022-02-23 06:25:05.710;27
2022-02-23 06:25:51.542;2
2022-02-23 06:25:51.682;27
2022-02-23 06:25:53.729;24
2022-02-23 06:26:44.546;2
2022-02-23 06:26:44.608;27
2022-02-23 06:27:30.425;2
2022-02-23 06:27:30.487;27
2022-02-23 06:28:24.026;2
2022-02-23 06:28:24.104;27
2022-02-23 06:29:05.623;2
2022-02-23 06:29:05.732;27
2022-02-23 06:29:22.608;2
2022-02-23 06:29:22.749;27
2022-02-23 06:30:01.362;2
2022-02-23 06:30:01.471;27
2022-02-23 06:30:48.319;2
2022-02-23 06:18:30.818;27
2022-02-23 06:19:27.010;2
2022-02-23 06:19:27.089;27
2022-02-23 06:19:47.262;2
2022-02-23 06:04:57.017;43
2022-02-23 06:05:31.223;2
2022-02-23 06:05:31.301;27
2022-02-23 06:05:53.021;2
2022-02-23 06:05:53.084;27
2022-02-23 06:06:17.180;2
2022-02-23 06:06:17.242;27
2022-02-23 06:06:45.432;2
2022-02-23 06:06:45.494;27
2022-02-23 06:40:21.240;27
2022-02-23 06:40:39.570;2
2022-02-23 06:40:39.663;27
2022-02-23 06:40:58.774;2
2022-02-23 06:40:58.868;27
2022-02-23 06:46:20.083;35
2022-02-23 06:46:20.099;35
2022-02-23 06:46:20.099;35
2022-02-23 06:46:20.114;35
2022-02-23 06:46:20.114;35
2022-02-23 06:46:20.114;35
2022-02-23 07:28:21.088;35
2022-02-23 07:28:21.088;35
2022-02-23 07:28:21.103;35
2022-02-23 07:28:21.103;34
2022-02-23 07:28:21.119;27
2022-02-23 06:38:53.811;34
2022-02-23 06:38:53.811;27
2022-02-23 06:39:57.035;27
2022-02-23 06:40:21.146;2
2022-02-23 07:28:25.322;43
2022-02-23 08:39:27.580;2
2022-02-23 08:39:27.690;27
2022-02-23 08:39:57.927;2
2022-02-23 08:39:58.036;27
2022-02-23 08:40:25.835;2
2022-02-23 09:35:58.865;27
2022-02-23 09:41:10.549;2
2022-02-23 09:41:10.627;27
2022-02-23 09:41:27.941;2
2022-02-23 09:41:28.003;27
2022-02-23 09:41:47.020;2
2022-02-23 09:41:47.083;27
2022-02-23 09:43:20.761;2
2022-02-23 09:43:20.823;27
2022-02-23 09:43:56.529;2
2022-02-23 07:08:56.451;10
2022-02-23 07:09:02.248;10
2022-02-23 07:09:08.046;10
2022-02-23 07:12:47.142;10
2022-02-23 07:13:02.753;10
2022-02-23 07:13:10.034;10
2022-02-23 07:15:40.703;10
2022-02-23 07:15:47.594;10
2022-02-23 07:17:38.838;10
2022-02-23 07:17:55.292;10
2022-02-23 07:18:02.433;10
2022-02-23 07:21:58.817;10
2022-02-23 07:22:04.552;10
2022-02-23 07:22:08.505;10
2022-02-23 07:30:47.084;24
2022-02-23 07:31:15.727;10
2022-02-23 07:31:31.182;2
2022-02-23 07:31:31.260;35
2022-02-23 06:46:20.130;34
2022-02-23 07:30:43.631;27
2022-02-23 07:31:31.276;34
2022-02-23 07:31:31.291;27
2022-02-23 07:31:33.838;43
2022-02-23 06:49:34.257;35
2022-02-23 06:49:34.272;34
2022-02-23 06:46:20.130;27
2022-02-23 06:49:34.272;27
2022-02-23 06:49:38.429;43
2022-02-23 06:51:09.937;43
2022-02-23 06:47:01.118;43
2022-02-23 06:51:44.143;2
2022-02-23 06:51:44.252;27
2022-02-23 06:54:52.956;2
2022-02-23 06:54:53.081;27
2022-02-23 07:01:13.083;2
2022-02-23 07:01:13.130;27
2022-02-23 07:01:20.396;28
2022-02-23 06:49:34.179;2
2022-02-23 09:03:27.561;35
2022-02-23 09:03:27.561;35
2022-02-23 09:03:27.577;35
2022-02-23 09:03:27.577;35
2022-02-23 09:03:27.577;35
2022-02-23 09:03:27.593;35
2022-02-23 09:03:27.593;35
2022-02-23 09:03:27.608;35
2022-02-23 09:03:27.608;35
2022-02-23 09:03:27.608;35
2022-02-23 09:03:27.624;35
2022-02-23 09:03:27.624;35
2022-02-23 09:03:27.624;34
2022-02-23 09:03:27.640;27
2022-02-23 09:08:47.791;43
2022-02-23 09:03:27.546;35
2022-02-23 08:52:43.304;27
2022-02-23 08:53:04.056;27
2022-02-23 08:53:54.920;2
2022-02-23 08:53:03.915;2
2022-02-23 08:53:54.998;27
2022-02-23 08:54:18.562;2
2022-02-23 06:46:19.958;35
2022-02-23 06:46:19.958;35
2022-02-23 06:46:19.974;35
2022-02-23 06:46:19.974;35
2022-02-23 06:46:19.927;35
2022-02-23 06:46:19.942;35
2022-02-23 06:46:19.942;35
2022-02-23 07:01:22.943;2
2022-02-23 07:01:23.037;27
2022-02-23 07:01:25.912;24
2022-02-23 07:01:48.602;2
2022-02-23 07:01:48.664;27
2022-02-23 06:41:53.373;2
2022-02-23 08:54:18.656;27
2022-02-23 08:54:55.003;2
2022-02-23 08:54:55.222;27
2022-02-23 08:08:45.060;27
2022-02-23 08:08:47.294;24
2022-02-23 08:10:18.770;27
2022-02-23 08:10:18.692;2
2022-02-23 08:11:14.261;2
2022-02-23 07:02:13.245;27
2022-02-23 07:03:20.049;2
2022-02-23 07:03:20.205;27
2022-02-23 07:03:34.284;2
2022-02-23 07:03:34.347;27
2022-02-23 07:03:37.784;24
2022-02-23 07:05:35.060;2
2022-02-23 07:05:35.138;35
2022-02-23 07:05:35.153;35
2022-02-23 07:05:35.153;34
2022-02-23 07:02:13.135;2
2022-02-23 07:05:35.169;27
2022-02-23 07:05:38.232;2
2022-02-23 07:05:38.294;27
2022-02-23 07:05:42.841;24
2022-02-23 07:06:13.922;43
2022-02-23 07:08:20.464;43
2022-02-23 07:08:54.998;2
2022-02-23 07:08:55.107;27
2022-02-23 07:10:46.163;2
2022-02-23 07:27:19.348;10
2022-02-23 07:27:39.803;10
2022-02-23 07:27:47.507;10
2022-02-23 07:28:27.854;10
2022-02-23 07:30:18.660;10
2022-02-23 07:30:26.489;10
2022-02-23 07:30:43.553;2
2022-02-23 06:46:19.786;35
2022-02-23 06:46:19.786;35
2022-02-23 06:46:19.802;35
2022-02-23 06:46:19.802;35
2022-02-23 06:46:19.818;35
2022-02-23 06:46:19.818;35
2022-02-23 06:46:19.833;35
2022-02-23 06:46:19.833;35
2022-02-23 06:46:19.849;35
2022-02-23 06:46:19.864;35
2022-02-23 06:46:19.864;35
2022-02-23 08:40:25.929;27
2022-02-23 08:40:59.323;2
2022-02-23 08:40:59.416;27
2022-02-23 08:41:29.294;2
2022-02-23 08:41:29.388;27
2022-02-23 08:52:20.115;2
2022-02-23 08:52:20.208;27
2022-02-23 08:52:43.148;2
2022-02-23 07:10:46.226;27
2022-02-23 07:10:47.476;24
2022-02-23 07:12:21.359;28
2022-02-23 07:14:03.570;2
2022-02-23 07:14:03.648;27
2022-02-23 07:14:07.086;24
2022-02-23 07:14:55.559;2
2022-02-23 07:14:55.606;27
2022-02-23 07:15:21.139;2
2022-02-23 08:01:07.458;2
2022-02-23 08:01:07.505;27
2022-02-23 08:01:10.443;24
2022-02-23 08:02:05.651;27
2022-02-23 08:04:47.665;2
2022-02-23 08:02:05.588;2
2022-02-23 08:04:47.758;27
2022-02-23 08:04:52.321;24
2022-02-23 08:08:44.966;2
2022-02-23 08:17:09.153;27
2022-02-23 08:25:05.759;2
2022-02-23 08:25:05.822;27
2022-02-23 08:25:24.542;2
2022-02-23 08:11:14.339;27
2022-02-23 08:11:37.685;2
2022-02-23 08:25:24.620;27
2022-02-23 08:11:37.763;27
2022-02-23 08:29:55.924;2
2022-02-23 08:17:09.107;2
2022-02-23 06:46:20.005;35
2022-02-23 06:46:20.021;35
2022-02-23 06:46:20.021;35
2022-02-23 06:46:19.989;35
2022-02-23 06:46:20.021;35
2022-02-23 06:46:20.005;35
2022-02-23 09:02:23.181;27
2022-02-23 09:03:27.218;2
2022-02-23 09:03:27.390;35
2022-02-23 09:03:27.405;35
2022-02-23 08:59:41.012;24
2022-02-23 09:00:25.812;2
2022-02-23 09:00:25.953;27
2022-02-23 09:03:27.421;35
2022-02-23 09:02:23.119;2
2022-02-23 06:43:52.413;27
2022-02-23 06:43:56.648;24
2022-02-23 06:44:14.259;2
2022-02-23 06:44:14.353;27
2022-02-23 06:44:31.073;2
2022-02-23 07:15:21.201;27
2022-02-23 07:16:02.361;2
2022-02-23 07:16:02.424;27
2022-02-23 07:16:25.004;2
2022-02-23 07:16:25.066;27
2022-02-23 07:16:39.864;2
2022-02-23 07:16:39.942;27
2022-02-23 08:29:56.331;27
2022-02-23 08:30:02.362;24
2022-02-23 08:31:15.790;2
2022-02-23 08:31:15.853;27
2022-02-23 08:31:46.902;2
2022-02-23 08:31:46.980;27
2022-02-23 08:32:29.952;2
2022-02-23 08:32:29.999;27
2022-02-23 08:32:48.594;2
2022-02-23 08:32:48.704;27
2022-02-23 08:33:22.206;2
2022-02-23 08:33:22.316;27
2022-02-23 08:34:01.428;2
2022-02-23 08:34:01.506;27
2022-02-23 08:34:59.292;2
2022-02-23 08:35:48.921;27
2022-02-23 08:34:59.370;27
2022-02-23 08:36:24.346;2
2022-02-23 08:36:24.424;27
2022-02-23 08:38:22.903;2
2022-02-23 08:38:22.966;27
2022-02-23 08:35:22.138;2
2022-02-23 08:38:52.765;2
2022-02-23 08:38:52.890;27
2022-02-23 08:35:22.263;27
2022-02-23 08:35:48.827;2
2022-02-23 08:55:19.130;2
2022-02-23 08:55:19.271;27
2022-02-23 08:55:53.586;2
2022-02-23 08:55:53.711;27
2022-02-23 08:56:26.120;2
2022-02-23 08:56:26.230;27
2022-02-23 08:56:57.232;2
2022-02-23 08:56:57.388;27
2022-02-23 08:59:33.558;28
2022-02-23 08:59:38.058;2
2022-02-23 08:59:38.121;27
2022-02-23 06:46:19.880;35
2022-02-23 06:46:19.880;35
2022-02-23 06:46:19.896;35
2022-02-23 06:46:19.896;35
2022-02-23 06:46:19.911;35
2022-02-23 06:46:19.911;35
2022-02-23 07:17:28.181;2
2022-02-23 07:17:28.274;27
2022-02-23 07:17:37.931;2
2022-02-23 07:17:38.010;27
2022-02-23 07:17:52.433;2
2022-02-23 07:17:52.511;27
2022-02-23 07:19:24.160;2
2022-02-23 07:19:24.253;27
2022-02-23 07:19:26.738;24
2022-02-23 07:20:32.511;2
2022-02-23 07:20:32.589;27
2022-02-23 07:21:16.766;2
2022-02-23 07:21:16.891;27
2022-02-23 07:21:19.360;24
2022-02-23 07:21:37.971;2
2022-02-23 09:03:27.421;35
2022-02-23 09:03:27.436;35
2022-02-23 09:03:27.436;35
2022-02-23 09:03:27.452;35
2022-02-23 09:03:27.452;35
2022-02-23 09:03:27.468;35
2022-02-23 06:46:20.036;35
2022-02-23 06:46:20.036;35
2022-02-23 06:46:20.052;35
2022-02-23 06:46:20.052;35
2022-02-23 06:46:20.067;35
2022-02-23 06:46:20.083;35
2022-02-23 07:21:38.033;27
2022-02-23 07:22:00.536;2
2022-02-23 07:22:00.629;27
2022-02-23 07:22:17.131;2
2022-02-23 07:22:17.241;27
2022-02-23 07:22:19.709;24
2022-02-23 07:22:35.961;2
2022-02-23 07:22:36.024;27
2022-02-23 07:22:52.400;2
2022-02-23 07:22:52.478;27
2022-02-23 06:38:57.186;2
2022-02-23 06:38:57.264;27
2022-02-23 06:39:34.939;2
2022-02-23 06:39:35.002;27
2022-02-23 06:39:56.910;2
2022-02-23 09:03:27.468;35
2022-02-23 09:03:27.483;35
2022-02-23 09:03:27.483;35
2022-02-23 09:03:27.499;35
2022-02-23 09:03:27.515;35
2022-02-23 09:03:27.515;35
2022-02-23 09:03:27.515;35
2022-02-23 09:03:27.530;35
2022-02-23 09:03:27.530;35
2022-02-23 09:03:27.546;35
2022-02-23 09:03:27.546;35
2022-02-23 09:03:27.468;35
2022-02-23 09:19:42.549;27
2022-02-23 09:19:42.471;2
2022-02-23 09:21:08.838;2
2022-02-23 09:21:08.916;27
2022-02-23 09:21:10.588;24
2022-02-23 09:22:11.312;2
2022-02-23 09:22:11.390;27
2022-02-23 09:22:14.047;24
2022-02-23 09:23:55.649;2
2022-02-23 06:41:53.466;27
2022-02-23 06:42:14.405;2
2022-02-23 06:42:14.546;27
2022-02-23 06:42:43.798;2
2022-02-23 06:44:31.151;27
2022-02-23 06:44:45.355;2
2022-02-23 06:44:45.465;27
2022-02-23 06:45:04.326;2
2022-02-23 06:45:04.685;27
2022-02-23 06:45:31.876;2
2022-02-23 06:45:31.985;27
2022-02-23 07:25:07.897;28
2022-02-23 07:25:10.569;2
2022-02-23 07:25:10.632;27
2022-02-23 07:25:12.648;24
2022-02-23 07:26:55.596;2
2022-02-23 07:26:55.659;35
2022-02-23 07:26:55.659;34
2022-02-23 07:26:55.674;27
2022-02-23 07:27:18.833;43
2022-02-23 07:27:43.210;2
2022-02-23 07:27:43.288;27
2022-02-23 07:27:46.429;24
2022-02-23 07:28:20.650;2
2022-02-23 07:28:20.775;35
2022-02-23 07:28:20.791;35
2022-02-23 07:28:20.806;35
2022-02-23 07:28:20.822;35
2022-02-23 07:28:20.838;35
2022-02-23 07:28:20.838;35
2022-02-23 07:28:20.853;35
2022-02-23 07:28:20.853;35
2022-02-23 07:28:20.869;35
2022-02-23 07:28:20.869;35
2022-02-23 07:28:20.885;35
2022-02-23 07:28:20.900;35
2022-02-23 06:38:53.733;35
2022-02-23 06:38:53.733;35
2022-02-23 06:38:53.733;35
2022-02-23 06:38:53.749;35
2022-02-23 06:38:53.749;35
2022-02-23 06:38:53.764;35
2022-02-23 06:38:53.764;35
2022-02-23 06:38:53.764;35
2022-02-23 06:38:53.780;35
2022-02-23 06:38:53.780;35
2022-02-23 06:38:53.795;35
2022-02-23 06:38:53.795;35
2022-02-23 06:38:53.795;35
2022-02-23 06:38:53.811;35
2022-02-23 09:23:55.743;27
2022-02-23 09:26:58.462;2
2022-02-23 09:26:58.524;35
2022-02-23 09:26:58.524;35
2022-02-23 09:26:58.540;35
2022-02-23 09:26:58.540;35
2022-02-23 09:26:58.540;34
2022-02-23 09:26:58.555;27
2022-02-23 09:29:00.691;43
2022-02-23 09:35:58.803;2
2022-02-23 06:42:43.908;27
2022-02-23 06:43:01.347;2
2022-02-23 06:43:01.472;27
2022-02-23 06:43:15.692;2
2022-02-23 06:43:15.801;27
2022-02-23 06:43:52.288;2
2022-02-23 06:45:36.095;24
2022-02-23 06:45:54.503;2
2022-02-23 06:45:54.628;27
2022-02-23 06:46:19.567;2
2022-02-23 06:46:19.755;35
2022-02-23 06:46:19.771;35
2022-02-23 07:28:20.916;35
2022-02-23 07:28:20.916;35
2022-02-23 07:28:20.931;35
2022-02-23 07:28:20.947;35
2022-02-23 07:28:20.963;35
2022-02-23 07:28:20.963;35
2022-02-23 07:28:20.978;35
2022-02-23 07:28:20.978;35
2022-02-23 07:28:20.994;35
2022-02-23 07:28:21.010;35
2022-02-23 07:28:21.010;35
2022-02-23 07:28:21.025;35
2022-02-23 07:28:21.025;35
2022-02-23 07:28:21.041;35
2022-02-23 07:28:21.041;35
2022-02-23 07:28:21.056;35
2022-02-23 07:28:21.056;35
2022-02-23 07:28:21.072;35
2022-02-23 06:48:51.706;27
2022-02-23 06:49:04.317;2
2022-02-23 06:49:04.395;27
2022-02-23 06:49:17.974;2
2022-02-23 06:49:18.068;27
2022-02-23 06:49:31.460;2
2022-02-23 06:49:31.600;27
2022-02-23 06:50:25.527;2
2022-02-23 07:09:32.282;2
2022-02-23 07:09:32.345;27
2022-02-23 07:09:39.408;2
2022-02-23 07:09:39.470;27
2022-02-23 07:10:46.491;2
2022-02-23 07:10:46.601;27
2022-02-23 07:10:57.430;2
2022-02-23 07:10:57.508;27
2022-02-23 07:11:17.213;2
2022-02-23 06:39:21.251;2
2022-02-23 06:39:21.313;27
2022-02-23 06:41:25.745;2
2022-02-23 06:41:25.808;27
2022-02-23 06:41:49.169;2
2022-02-23 06:41:49.232;27
2022-02-23 06:42:12.187;2
2022-02-23 06:42:12.265;27
2022-02-23 06:42:25.938;2
2022-02-23 06:42:26.000;27
2022-02-23 06:42:40.142;2
2022-02-23 06:42:40.205;27
2022-02-23 06:43:09.816;2
2022-02-23 06:43:09.910;27
2022-02-23 06:43:27.786;2
2022-02-23 06:43:27.865;27
2022-02-23 06:46:11.254;27
2022-02-23 06:45:27.984;2
2022-02-23 06:46:26.552;2
2022-02-23 06:45:28.078;27
2022-02-23 06:46:26.646;27
2022-02-23 06:46:11.160;2
2022-02-23 06:46:34.725;2
2022-02-23 06:59:16.324;27
2022-02-23 06:58:52.853;2
2022-02-23 06:59:35.278;2
2022-02-23 06:58:52.931;27
2022-02-23 06:59:35.419;35
2022-02-23 06:59:03.276;2
2022-02-23 06:59:03.385;27
2022-02-23 06:59:16.058;2
2022-02-23 07:22:59.245;27
2022-02-23 07:23:16.027;11
2022-02-23 07:23:21.481;9
2022-02-23 07:23:25.310;11
2022-02-23 07:23:28.310;2
2022-02-23 07:23:28.388;27
2022-02-23 07:23:32.076;24
2022-02-23 07:23:32.795;9
2022-02-23 06:50:25.621;27
2022-02-23 06:51:06.374;27
2022-02-23 06:50:42.856;2
2022-02-23 06:50:42.997;27
2022-02-23 06:51:20.891;2
2022-02-23 06:51:20.985;27
2022-02-23 06:51:06.280;2
2022-02-23 06:51:39.939;2
2022-02-23 06:51:40.002;27
2022-02-23 07:24:01.157;9
2022-02-23 07:24:03.298;11
2022-02-23 07:24:06.517;11
2022-02-23 07:24:15.158;9
2022-02-23 07:24:21.143;11
2022-02-23 07:11:17.275;27
2022-02-23 07:24:21.752;11
2022-02-23 07:24:26.768;9
2022-02-23 07:23:57.125;11
2022-02-23 07:19:31.895;9
2022-02-23 07:19:38.146;11
2022-02-23 07:19:47.037;11
2022-02-23 07:19:49.131;11
2022-02-23 07:19:53.976;9
2022-02-23 07:20:04.758;9
2022-02-23 07:20:28.120;9
2022-02-23 07:20:32.745;9
2022-02-23 07:20:33.027;11
2022-02-23 07:20:42.731;11
2022-02-23 07:20:50.435;9
2022-02-23 07:21:08.765;11
2022-02-23 07:21:17.313;11
2022-02-23 07:21:19.688;9
2022-02-23 07:21:20.469;11
2022-02-23 07:21:30.705;11
2022-02-23 07:21:31.627;11
2022-02-23 07:21:34.064;11
2022-02-23 07:21:36.236;9
2022-02-23 07:21:38.174;9
2022-02-23 07:21:40.331;11
2022-02-23 07:21:44.097;11
2022-02-23 07:21:56.348;9
2022-02-23 07:21:57.348;11
2022-02-23 07:21:58.848;9
2022-02-23 07:22:00.770;9
2022-02-23 07:22:04.599;9
2022-02-23 07:22:08.552;9
2022-02-23 07:22:09.021;9
2022-02-23 07:22:09.099;9
2022-02-23 07:22:09.552;11
2022-02-23 07:22:17.615;11
2022-02-23 07:22:20.100;9
2022-02-23 07:22:24.913;9
2022-02-23 06:51:58.722;27
2022-02-23 06:52:20.490;2
2022-02-23 06:52:20.568;27
2022-02-23 06:52:35.194;2
2022-02-23 06:51:58.597;2
2022-02-23 06:52:35.335;27
2022-02-23 06:52:52.274;2
2022-02-23 06:52:52.399;35
2022-02-23 06:52:52.414;35
2022-02-23 06:52:52.430;35
2022-02-23 06:52:52.430;35
2022-02-23 06:52:52.446;35
2022-02-23 06:59:35.434;35
2022-02-23 06:59:35.434;35
2022-02-23 06:59:35.450;35
2022-02-23 06:59:35.450;35
2022-02-23 06:59:35.466;35
2022-02-23 06:59:35.466;35
2022-02-23 06:59:35.466;35
2022-02-23 06:59:35.481;35
2022-02-23 06:59:35.481;35
2022-02-23 06:59:35.497;34
2022-02-23 06:59:35.497;27
2022-02-23 07:02:51.609;43
2022-02-23 07:22:34.117;11
2022-02-23 07:22:36.180;9
2022-02-23 07:22:37.711;11
2022-02-23 07:22:42.977;9
2022-02-23 07:22:52.744;9
2022-02-23 07:22:58.932;9
2022-02-23 07:23:05.355;11
2022-02-23 07:22:29.773;11
2022-02-23 07:23:14.293;11
2022-02-23 06:25:13.773;43
2022-02-23 06:25:15.132;43
2022-02-23 06:25:15.211;43
2022-02-23 06:25:15.304;43
2022-02-23 06:32:13.747;2
2022-02-23 06:32:13.857;35
2022-02-23 06:32:13.872;34
2022-02-23 07:11:23.635;2
2022-02-23 07:11:23.698;27
2022-02-23 07:12:05.670;2
2022-02-23 07:12:05.732;27
2022-02-23 07:12:22.077;2
2022-02-23 07:12:22.171;27
2022-02-23 07:17:24.227;2
2022-02-23 07:17:24.305;27
2022-02-23 07:18:10.559;2
2022-02-23 07:18:10.637;27
2022-02-23 07:19:11.314;2
2022-02-23 07:19:11.377;27
2022-02-23 07:19:31.676;2
2022-02-23 07:19:31.754;27
2022-02-23 06:43:43.710;27
2022-02-23 06:43:47.476;24
2022-02-23 06:44:00.695;2
2022-02-23 06:44:00.758;27
2022-02-23 06:44:23.150;2
2022-02-23 06:44:23.228;27
2022-02-23 06:44:43.293;2
2022-02-23 06:44:43.371;27
2022-02-23 06:45:02.904;2
2022-02-23 06:45:02.966;27
2022-02-23 06:45:10.998;2
2022-02-23 06:43:43.647;2
2022-02-23 06:45:11.061;27
2022-02-23 06:52:52.446;35
2022-02-23 06:52:52.524;35
2022-02-23 06:52:52.524;35
2022-02-23 06:52:52.461;35
2022-02-23 06:52:52.539;35
2022-02-23 06:52:52.477;35
2022-02-23 06:52:52.539;35
2022-02-23 06:52:52.493;35
2022-02-23 06:52:52.555;35
2022-02-23 06:52:52.508;35
2022-02-23 06:52:52.571;35
2022-02-23 06:52:52.508;35
2022-02-23 06:52:52.571;35
2022-02-23 07:21:56.020;27
2022-02-23 07:19:53.569;2
2022-02-23 07:19:53.647;27
2022-02-23 07:21:28.517;2
2022-02-23 07:22:08.708;2
2022-02-23 07:22:08.865;27
2022-02-23 07:21:28.595;27
2022-02-23 07:22:59.166;2
2022-02-23 07:21:55.926;2
2022-02-23 07:23:53.437;11
2022-02-23 07:23:59.860;2
2022-02-23 07:24:00.157;27
2022-02-23 07:24:00.297;2
2022-02-23 07:24:00.641;27
2022-02-23 07:24:25.034;2
2022-02-23 07:02:56.593;2
2022-02-23 07:02:56.672;27
2022-02-23 07:04:47.884;2
2022-02-23 07:04:47.962;27
2022-02-23 07:04:51.697;24
2022-02-23 07:05:08.448;2
2022-02-23 07:05:08.526;27
2022-02-23 07:05:22.824;2
2022-02-23 07:24:25.378;27
2022-02-23 07:24:26.847;11
2022-02-23 07:24:29.097;11
2022-02-23 07:24:30.738;11
2022-02-23 07:24:34.582;11
2022-02-23 07:24:49.474;9
2022-02-23 07:24:51.505;11
2022-02-23 07:24:59.443;9
2022-02-23 06:52:52.649;35
2022-02-23 06:52:52.586;35
2022-02-23 06:52:52.649;35
2022-02-23 06:52:52.586;35
2022-02-23 06:52:52.664;35
2022-02-23 06:52:52.602;35
2022-02-23 06:52:52.618;35
2022-02-23 06:52:52.633;35
2022-02-23 07:05:22.902;27
2022-02-23 07:05:54.342;2
2022-02-23 07:05:54.405;27
2022-02-23 07:07:05.129;2
2022-02-23 07:07:05.192;27
2022-02-23 07:07:13.786;2
2022-02-23 07:07:13.849;27
2022-02-23 07:07:28.288;2
2022-02-23 07:07:28.397;27
